#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","JCVI_5_bin.3","SAMN14570723","PRJNA624185","GCA_015256435.1","Scaffold",1.68422,40.9,,"JABZMC01",345,1800,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/256/435/GCA_015256435.1_ASM1525643v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","Gw_Inlet_bin_217","SAMN18120454","PRJNA524094","GCA_018059925.1","Scaffold",1.32412,39.8,,"JAGOWZ01",220,1344,"2021-04-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/059/925/GCA_018059925.1_ASM1805992v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","L2_022_031G1_dasL2_022_031G1_concoct_8","SAMN17801107","PRJNA698986","GCA_018381515.1","Scaffold",1.87233,39.9,,"JAGZRS01",422,1955,"2021-05-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/381/515/GCA_018381515.1_ASM1838151v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","Gw_Prim_bin_166","SAMN18119277","PRJNA524094","GCA_018002855.1","Scaffold",0.655645,39.3,,"JAGNFJ01",138,667,"2021-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/002/855/GCA_018002855.1_ASM1800285v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","UBA8630","SAMN08019067","PRJNA417962","GCA_003532345.1","Scaffold",1.22079,38.6,,"DOFJ01",216,912,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/532/345/GCA_003532345.1_ASM353234v1",
"Streptococcus sp. UBA4344","Bacteria;Terrabacteria group;Firmicutes","UBA4344","SAMN06456579","PRJNA348753","GCA_002393675.1","Scaffold",1.92251,36.9,,"DGTE01",49,0,"2017-09-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/393/675/GCA_002393675.1_ASM239367v1",
"uncultured Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","RUG13080","SAMEA6151217","PRJEB31266","GCA_902785475.1","Scaffold",1.5677,37.5,,"CACZYZ01",83,0,"2020-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/785/475/GCA_902785475.1_Rumen_uncultured_genome_RUG13080",
"Streptococcus sp. UBA632","Bacteria;Terrabacteria group;Firmicutes","UBA632","SAMN06455720","PRJNA348753","GCA_002300045.1","Scaffold",1.44472,40.9,,"DBPA01",63,0,"2017-09-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/300/045/GCA_002300045.1_ASM230004v1",
"uncultured Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","RUG12079","SAMEA6150214","PRJEB31266","GCA_902775575.1","Scaffold",1.64659,37.5,,"CACYMO01",102,0,"2020-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/775/575/GCA_902775575.1_Rumen_uncultured_genome_RUG12079",
"uncultured Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","RUG12006","SAMEA6150141","PRJEB31266","GCA_902774875.1","Scaffold",1.64611,37.4,,"CACYJS01",122,0,"2020-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/774/875/GCA_902774875.1_Rumen_uncultured_genome_RUG12006",
"Streptococcus sp. UBA3373","Bacteria;Terrabacteria group;Firmicutes","UBA3373","SAMN06454418","PRJNA348753","GCA_002360305.1","Scaffold",1.44217,40.7,,"DEQF01",55,0,"2017-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/360/305/GCA_002360305.1_ASM236030v1",
"Streptococcus sp. UBA4235","Bacteria;Terrabacteria group;Firmicutes","UBA4235","SAMN06450915","PRJNA348753","GCA_002395575.1","Scaffold",1.13652,37.4,,"DGXJ01",114,0,"2017-09-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/395/575/GCA_002395575.1_ASM239557v1",
"uncultured Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","RUG513","SAMEA104667180","PRJEB21624","GCA_900319755.1","Scaffold",1.57523,37.2,,"ONPT01",219,0,"2018-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/755/GCA_900319755.1_Rumen_uncultured_genome_RUG513",
"uncultured Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","RUG10117","SAMEA6148250","PRJEB31266","GCA_902755985.1","Scaffold",1.57523,37.2,,"CACVPK01",219,0,"2020-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/755/985/GCA_902755985.1_Rumen_uncultured_genome_RUG10117",
"uncultured Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","RUG10192","SAMEA6148325","PRJEB31266","GCA_902756735.1","Scaffold",1.49033,37.3,,"CACVSF01",238,0,"2020-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/756/735/GCA_902756735.1_Rumen_uncultured_genome_RUG10192",
"uncultured Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","RUG12492","SAMEA6150628","PRJEB31266","GCA_902779655.1","Scaffold",1.36054,37.5,,"CACZCP01",235,0,"2020-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/779/655/GCA_902779655.1_Rumen_uncultured_genome_RUG12492",
"Streptococcus sp. UBA6071","Bacteria;Terrabacteria group;Firmicutes","UBA6071","SAMN06455619","PRJNA348753","GCA_002436115.1","Scaffold",1.84113,38.8,,"DIXV01",141,0,"2017-10-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/436/115/GCA_002436115.1_ASM243611v1",
"Streptococcus sp. DORA_10","Bacteria;Terrabacteria group;Firmicutes","","SAMN02316559","PRJNA221496","GCA_000508605.1","Scaffold",1.91335,39.9,,"AZMH01",416,2109,"2013-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/605/GCA_000508605.1_Strp_DORA_10_velvet_1.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/605/GCF_000508605.1_Strp_DORA_10_velvet_1.1"
