#Datasets	CMB001.A0101.unmapped	CMB002.A0101.unmapped	CMB003.A0101.unmapped	CMB004.A0101.unmapped	CMB005.A0101.unmapped	CMB006.A0101.unmapped	CMB007.A0101.unmapped	CMB008.A0101.unmapped	CS01.unmapped	CS02.unmapped.10M	CS03.unmapped.10M	CS04.unmapped.10M	CS07.unmapped	CS08.unmapped	CS09.unmapped.10M	CS10.unmapped.10M	CS11.unmapped.10M	CS12.unmapped	CS13.unmapped.10M	CS14.unmapped	CS15.unmapped.10M	CS16.unmapped.10M	CS17.unmapped.10M	CS18.unmapped	CS19.unmapped	CS20.unmapped.10M	CS21.unmapped.10M	CS22.unmapped.10M	CS23.unmapped.10M	CS24.unmapped	CS26.unmapped	CS27.unmapped	CS28.unmapped.10M	CS29.unmapped.10M	CS30.unmapped	CS31.unmapped.10M	CS32.unmapped.10M	CS33.unmapped.10M	CS34.unmapped	CS35.unmapped.10M	CS36.unmapped	CS37.unmapped.10M	CS38.unmapped.10M	CS39.unmapped	CS40.unmapped	CS42.unmapped	CS43.unmapped	CS44.unmapped	CS45.unmapped	CS46.unmapped.10M	CS47.unmapped.10M	CS48.unmapped	ELR003.A0101.unmapped	ELR004.A0101.unmapped	ELR006.A0101.unmapped.10M	ELR008.A0101.unmapped.10M	ELR010.A0101.unmapped.10M	IVE002.B0101.unmapped.10M	IVE003.A0101.unmapped	IVE005.A0101.unmapped	IVE005.B0101.unmapped.10M	IVE007.B0101.unmapped.10M	JAE006.A0101.unmapped.10M	JAE007.A0101.unmapped.10M	JAE008.A0101.unmapped.10M	JAE009.A0101.unmapped.10M	JAE010.A0101.unmapped.10M	JAE012.A0101.unmapped.10M	JAE013.A0101.unmapped.10M	JAE014.A0101.unmapped.10M	JAE015.A0101.unmapped.10M	JAE016.A0101.unmapped.10M	KT01calc.unmapped.10M	KT02calc.unmapped	KT03calc.unmapped	KT04calc.unmapped	KT05calc.unmapped	KT06calc.unmapped	KT07calc.unmapped	KT08calc.unmapped	KT09calc.unmapped	KT10calc.unmapped	KT11calc.unmapped	KT12calc.unmapped	KT13calc.unmapped	KT14calc.unmapped	KT15calc.unmapped	KT16calc.unmapped	KT17calc.unmapped	KT18calc.unmapped	KT19calc.unmapped	KT20calc.unmapped	KT21calc.unmapped	KT22calc.unmapped	KT23calc.unmapped	KT24calc.unmapped	KT25calc.unmapped	KT26calc.unmapped	KT27calc.unmapped	KT28calc.unmapped	KT29calc.unmapped	KT30calc.unmapped	KT31calc.unmapped	KT32calc.unmapped	KT33calc.unmapped	KT34calc.unmapped	KT35calc.unmapped	KT36calc.unmapped	MID022.A0101.unmapped.10M	MID023.A0101.unmapped	MID024.A0101.unmapped	MID025.A0101.unmapped	MID026.A0101.unmapped	MID027.A0101.unmapped	MID028.A0101.unmapped	MID029.A0101.unmapped	MID030.A0101.unmapped.10M	MID031.A0101.unmapped	MID032.A0101.unmapped.10M	MID033.A0101.unmapped	MID034.A0101.unmapped.10M	MID035.A0101.unmapped	MID036.A0101.unmapped	MID037.A0101.unmapped.10M	MID038.A0101.unmapped	MID039.A0101.unmapped	MID040.A0101.unmapped	MID041.A0101.unmapped	MID042.A0101.unmapped	MID043.A0101.unmapped	MID044.A0101.unmapped	MID045.A0101.unmapped.10M	MID046.A0101.unmapped	MID047.A0101.unmapped	MID048.A0101.unmapped	MID049.A0101.unmapped.10M	MID050.A0101.unmapped.10M	MID051.A0101.unmapped	MID052.A0101.unmapped	MID053.A0101.unmapped	MID054.A0101.unmapped.10M	MID055.A0101.unmapped.10M	MID056.A0101.unmapped.10M	MID057.A0101.unmapped.10M	MID058.A0101.unmapped	MID059.A0101.unmapped.10M	MID060.A0101.unmapped	MID061.A0101.unmapped.10M	MID062.A0101.unmapped	MID063.A0101.unmapped	MID064.A0101.unmapped	MID065.A0101.unmapped.10M	MID066.A0101.unmapped	MID067.A0101.unmapped	MID068.A0101.unmapped	MID068.B0101.unmapped	MID070.A0101.unmapped.10M	MID071.A0101.unmapped.10M	MID072.A0101.unmapped.10M	MID073.A0101.unmapped.10M	MID074.A0101.unmapped	MID075.A0101.unmapped	MID076.A0101.unmapped	MID077.A0101.unmapped.10M	MID078.A0101.unmapped	MID079.A0101.unmapped	MID080.A0101.unmapped	MID081.A0101.unmapped	MID082.A0101.unmapped.10M	MID083.A0101.unmapped.10M	MID084.A0101.unmapped.10M	MID085.A0101.unmapped.10M	MID086.A0101.unmapped	MID087.A0101.unmapped	MID088.A0101.unmapped.10M	MID089.A0101.unmapped	MID090.A0101.unmapped	MID091.A0101.unmapped.10M	MID092.A0101.unmapped.10M	MID093.A0101.unmapped.10M	MID094.A0101.unmapped.10M	MID097.A0101.unmapped.10M	MID101.A0101.unmapped	MID102.A0101.unmapped.10M
"Moraxella nonliquefaciens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	569.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas aeruginosa"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1175.0	0.0	0.0	0.0	0.0	0.0	0.0	793.0	0.0	0.0	0.0	288.0	0.0	1962.0	0.0	0.0	482.0	0.0	0.0	1348.0	1052.0	1263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	557.0	898.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	355.0	0.0	0.0	0.0	0.0	410.0	0.0	512.0	0.0	1316.0	0.0	2403.0	1381.0	0.0	0.0	0.0	0.0	0.0	0.0	904.0	0.0	0.0	0.0	0.0	962.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1129.0	0.0	0.0	0.0	0.0	0.0	0.0	286.0	0.0	0.0	0.0	0.0	965.0	0.0	409.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	516.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	858.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas citronellolis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1151.0	0.0	0.0	445.0	0.0	0.0	374.0	0.0	0.0	0.0	0.0	609.0	0.0	0.0	524.0	572.0	0.0	0.0	0.0	237.0	30.0	448.0	0.0	326.0	0.0	0.0	0.0	0.0	0.0	0.0	457.0	0.0	0.0	0.0	0.0	0.0	560.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas fluorescens"	0.0	0.0	0.0	0.0	445.0	0.0	0.0	0.0	845.0	4300.0	0.0	843.0	0.0	0.0	0.0	5085.0	0.0	456.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0	793.0	1288.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	698.0	0.0	3114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas tolaasii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1587.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas formosensis"	0.0	0.0	0.0	0.0	0.0	0.0	816.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	0.0	1330.0	0.0	0.0	0.0	1639.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	562.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	410.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas indica"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1001.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas syringae"	0.0	374.0	959.0	846.0	421.0	426.0	436.0	836.0	39340.0	5331.0	5707.0	3157.0	2845.0	2614.0	14123.0	4698.0	0.0	1110.0	0.0	542.0	0.0	0.0	638.0	1836.0	0.0	587.0	0.0	0.0	2222.0	3764.0	220.0	0.0	361.0	1695.0	0.0	1294.0	1037.0	0.0	0.0	0.0	0.0	4278.0	0.0	2999.0	0.0	987.0	0.0	23238.0	364.0	11751.0	0.0	0.0	0.0	2889.0	0.0	0.0	324.0	584.0	447.0	767.0	9101.0	4622.0	0.0	0.0	0.0	1114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	504.0	1854.0	2099.0	1211.0	1080.0	479.0	1906.0	1500.0	2110.0	0.0	0.0	2933.0	755.0	853.0	4060.0	0.0	2295.0	511.0	7372.0	5871.0	5624.0	1405.0	7466.0	3584.0	553.0	0.0	3579.0	755.0	2310.0	2087.0	0.0	1577.0	3185.0	1208.0	0.0	566.0	2033.0	1818.0	5159.0	1560.0	2983.0	1595.0	2323.0	2077.0	2510.0	0.0	1279.0	0.0	793.0	5642.0	1034.0	3330.0	1930.0	7390.0	4369.0	2483.0	1048.0	0.0	300.0	1442.0	792.0	1180.0	3046.0	1903.0	0.0	0.0	0.0	683.0	0.0	2686.0	594.0	1528.0	1691.0	2027.0	0.0	4822.0
"Pseudomonas toyotomiensis"	0.0	0.0	0.0	0.0	460.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas sp. 24 E 13"	1506.0	1218.0	0.0	0.0	639.0	493.0	0.0	1102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	684.0	2216.0	1738.0	3662.0	845.0	2135.0	1487.0	3661.0	872.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2433.0	0.0	0.0	476.0	0.0	938.0	0.0	1668.0	0.0	420.0	4024.0	0.0	540.0	513.0	0.0	2900.0	1366.0	4626.0	0.0	0.0	0.0	6151.0	0.0	7521.0	6513.0	1395.0	0.0	713.0	0.0	0.0	1837.0	0.0	0.0	0.0	2133.0	1710.0	0.0	0.0	0.0	0.0	0.0	4189.0	0.0	0.0	0.0	1774.0	0.0	0.0	0.0	0.0	709.0	0.0	382.0	166.0	0.0	1360.0	1662.0	0.0	0.0	0.0	0.0	663.0	0.0	0.0	637.0	1111.0	1333.0	1554.0	0.0	0.0	1611.0	0.0	935.0	0.0	1668.0	0.0
"Francisellaceae bacterium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149495.0	127497.0	166501.0	7128.0	109135.0	170397.0	110812.0	84743.0	5082.0	77778.0	3357.0	37574.0	5248.0	4460.0	4928.0	62207.0	3400.0	7209.0	4545.0	3916.0	131743.0	95043.0	1532.0	265.0	5590.0	69801.0	2549.0	155537.0	146195.0	3217.0	949.0	3676.0	3637.0	135797.0	5082.0	156931.0	3261.0	125079.0	2877.0	8638.0	902.0	104809.0	3012.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Plasticicumulans acidivorans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	741.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Vibrio cholerae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	749.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Vibrio rotiferianus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	394.0	568.0	0.0	0.0	499.0	0.0	820.0	724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dokdonella koreensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
