#Datasets	ELR003.A0101.unmapped	ELR004.A0101.unmapped	ELR006.A0101.unmapped	ELR008.A0101.unmapped	ELR010.A0101.unmapped	IVE002.B0101.unmapped	IVE003.A0101.unmapped	IVE005.A0101.unmapped	IVE005.B0101.unmapped	IVE007.B0101.unmapped	LIB007.A0125.unmapped	LIB007.A0130.unmapped	LIB007.A0131.unmapped	EXB015.A3001.unmapped	EXB015.A3301.unmapped	EXB015.A3401.unmapped
Capnocytophaga sp. oral taxon 324	0	655	0	905	0	1477	659	475	0	734	0	0	0	0	0	0
Capnocytophaga sp. oral taxon 326	550	3246	0	2235	0	11784	1285	2135	4268	1781	0	0	0	0	0	0
Capnocytophaga sp. oral taxon 329	1910	2523	981	1143	0	6226	499	5129	19061	1072	0	0	0	0	0	0
Capnocytophaga sp. oral taxon 332	613	1983	0	1724	0	9989	880	40126	90248	2416	0	0	0	0	0	0
Capnocytophaga sp. oral taxon 336	0	637	0	0	0	1681	554	0	0	706	0	0	0	0	0	0
Capnocytophaga sp. oral taxon 338	0	1112	0	1038	0	4588	406	1447	3259	0	0	0	0	0	0	0
Capnocytophaga sp. oral taxon 380	0	767	0	800	0	1745	741	568	912	870	0	0	0	0	0	0
Capnocytophaga sp. oral taxon 863	1090	4578	718	5275	0	15901	1762	23891	53674	2353	0	0	0	0	0	3
Capnocytophaga sp. oral taxon 864	0	595	0	0	0	1363	628	432	916	752	0	0	0	0	0	0
Capnocytophaga sp. oral taxon 878	0	2066	0	719	0	5272	2090	3765	7745	898	0	0	0	0	0	3
Chishuiella changwenlii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium bovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium caeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Chryseobacterium gleum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium halperniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium indologenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium indoltheticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium joostei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium oncorhynchi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium palustre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium taklimakanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium tenax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium sp. CF356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium sp. MYb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Cloacibacterium normanense	0	0	0	0	760	1078	0	0	1653	0	89	0	0	86	51	3
Confluentibacter sp. 3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elizabethkingia anophelis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elizabethkingia bruuniana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Empedobacter brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium aciduliphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium aquaticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium aquatile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium aquicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium araucananum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium arcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Flavobacterium branchiophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium columnare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium commune	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium crassostreae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium daejeonense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium degerlachei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium faecale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium filum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium flevense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium frigidarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium frigoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium gelidilacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium gilvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium glaciei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Flavobacterium glycines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium haoranii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium hibernum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium hydatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium johnsoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium marinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Flavobacterium micromati	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium omnivorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium oncorhynchi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium pectinovorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium phragmitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium piscis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium plurextorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Flavobacterium reichenbachii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium sasangense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium segetis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium sinopsychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium succinicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium tegetincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium terrigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium urumqiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium xinjiangense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium xueshanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium sp. Leaf359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium sp. Root186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium sp. Root420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium sp. URHB0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelidibacter algens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelidibacter mesophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacinutrix sp. Bg11-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leeuwenhoekiella nanhaiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myroides odoratus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myroides phaeus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riemerella anatipestifer	0	400	0	0	0	2188	0	800	2904	0	0	0	0	0	0	0
Riemerella columbipharyngis	0	0	0	0	0	1782	0	0	1149	0	0	0	0	0	0	0
Sinomicrobium oceani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacteriaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vaginella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mucilaginibacter polytrichastri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Nubsella zeaxanthinifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter alluvionis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter cryoconitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter namyangjuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter nyackensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter oryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter steynii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter sp. ok626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter sp. V48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudosphingobacterium domesticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium psychroaquaticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium siyangense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium spiritivorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Sphingobacterium wenxiniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium sp. 21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium sp. B29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium sp. G1-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium sp. HMSC13C05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Sphingobacterium sp. ML3W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium sp. PM2-P1-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidetes oral taxon 274	20811	19442	64930	14186	0	67201	99719	28740	47969	151451	0	0	0	0	103	189
Chlorobaculum limnaeum	0	0	0	0	0	0	0	1387	2308	0	0	0	0	0	0	0
Chlorobaculum parvum	0	0	0	0	0	0	0	1076	1943	0	0	0	0	0	0	0
Chlorobaculum tepidum	0	0	0	0	0	0	0	991	1885	0	0	0	0	0	0	0
Chlorobium chlorochromatii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium limicola	0	0	0	0	0	0	0	6152	11300	0	0	0	0	0	0	0
Chlorobium phaeobacteroides	0	0	0	0	0	0	0	1644	2936	0	0	0	0	0	0	0
Chlorobium phaeovibrioides	0	0	0	0	0	0	0	891	1525	0	0	0	0	0	0	0
Pelodictyon luteolum	0	0	0	0	0	0	0	1591	2756	0	0	0	0	0	0	0
Pelodictyon phaeoclathratiforme	0	0	0	0	0	0	0	1057	1994	0	0	0	0	0	0	0
Chloroherpeton thalassium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prosthecochloris aestuarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prosthecochloris sp. CIB 2401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prosthecochloris sp. GSB1	0	0	0	0	0	0	0	1067	1881	0	0	0	0	0	0	0
Prosthecochloris sp. HL-130-GSB	0	0	0	0	0	0	0	626	1090	0	0	0	0	0	0	0
Ignavibacterium album	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubricoccus marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrivirga marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Kryptobacter tengchongensis	0	0	0	0	0	0	0	0	0	0	161	193	0	0	334	0
Candidatus Kryptonium thompsoni	14578	4859	0	0	1695	2826	3333	1262	0	888	4155	4020	549	1149	1765	28
Gemmatimonas aurantiaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmatimonas phototrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmatirosa kalamazoonesis	0	0	0	0	1831	0	0	0	0	0	0	0	0	0	0	2
Cetobacterium somerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium gonidiaformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium hwasookii	788	5951	1113	0	0	5101	1477	898	2061	933	0	0	0	0	0	0
Fusobacterium massiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium naviforme	326	0	0	758	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium necrophorum	2407	278	1881	2785	0	0	426	0	0	0	0	0	0	0	0	0
Fusobacterium nucleatum	2199	6124	12926	3972	0	15837	7713	2481	4256	12396	0	0	0	0	0	9
Fusobacterium perfoetens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium periodonticum	0	1176	928	0	0	1880	663	900	2256	0	0	0	0	0	0	0
Fusobacterium ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium varium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium sp. HMSC064B11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium sp. HMSC064B12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium sp. HMSC065F01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium sp. HMSC073F01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium sp. oral taxon 203	0	552	1533	0	0	1670	586	0	0	3721	0	0	0	0	0	0
Fusobacterium sp. oral taxon 370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia buccalis	949	1945	0	1056	0	2617	1833	0	0	2329	0	0	0	0	0	3
Leptotrichia goodfellowii	0	2115	0	13431	0	5897	0	1156	1037	925	0	0	0	0	0	0
Leptotrichia hofstadii	437	1427	0	1198	0	2766	635	0	1167	786	0	0	0	0	0	2
Leptotrichia shahii	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia trevisanii	472	3116	0	1328	0	1853	1400	0	0	1659	0	0	0	0	0	2
Leptotrichia wadei	0	785	0	785	0	1279	0	0	0	0	0	0	0	0	0	0
Leptotrichia sp. oral taxon 212	2015	16750	2000	7612	0	89051	5863	4748	31871	3172	0	0	0	0	0	28
Leptotrichia sp. oral taxon 215	323	3034	0	4103	0	10903	1000	1255	5040	890	0	0	0	0	0	7
Leptotrichia sp. oral taxon 225	824	2170	0	814	0	3710	656	0	2266	732	0	0	0	0	0	9
Leptotrichia sp. oral taxon 498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia sp. oral taxon 847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia sp. oral taxon 879	0	1052	0	1244	0	2122	0	0	0	0	0	0	0	0	0	2
Streptobacillus moniliformis	466	0	756	960	0	0	0	0	0	0	0	0	0	0	0	0
Streptobacillus notomytis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Nitrospira inopinata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Nitrospira cf. moscoviensis SBR1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Nitrospira defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrospira japonica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrospira moscoviensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus ferrivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermithiobacillus tepidarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asticcacaulis biprosthecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	11
Asticcacaulis excentricus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
Asticcacaulis taihuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Brevundimonas aveniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Brevundimonas bullata	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0
Brevundimonas diminuta	0	0	0	0	0	0	0	0	0	0	0	0	0	169	39	5
Brevundimonas naejangsanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Brevundimonas subvibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas vesicularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas sp. BAL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Brevundimonas sp. DS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas sp. GW460-12-10-14-LB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Brevundimonas sp. Leaf168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas sp. LM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas sp. Root1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter flavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter henricii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Caulobacter segnis	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
Caulobacter vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter sp. FWC26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter sp. K31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Caulobacter sp. Root1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter sp. Root342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter sp. Root343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter sp. Root487D2Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Caulobacter sp. Root655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Caulobacter sp. UNC358MFTsu5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter sp. URHA0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenylobacterium zucineum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenylobacterium sp. Root700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacteraceae bacterium OTSz_A_272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Paracaedibacter symbiosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Pelagibacter ubique	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpha proteobacterium HIMB59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aurantimonas manganoxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureimonas jatrophae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureimonas altamirensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureimonas sp. AU20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureimonas sp. Leaf460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fulvimarina pelagi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martelella endophytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martelella mediterranea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martelella sp. AD-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beijerinckia mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocapsa acidiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocapsa aurea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocella silvestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylovirgula ligni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rhodoblastus acidophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoblastus sphagnicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afipia birgiae	0	0	0	0	0	0	0	0	0	0	0	0	0	66	57	12
Afipia broomeae	0	0	0	0	0	0	0	0	0	0	0	0	0	128	233	40
Afipia clevelandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Afipia felis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	17
Afipia sp. GAS231	0	0	0	0	0	0	0	0	0	0	0	0	0	49	62	3
Bosea lathyri	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
Bosea sp. 1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea sp. 117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea sp. AS-1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	44	2
Bosea sp. Leaf344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea sp. OK403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea sp. PAMC 26642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea sp. RAC05	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0
Bosea sp. Root381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea sp. Root483D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea sp. Root670	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
Bosea sp. UNC402CLCol	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	8
Bosea vaviloviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium arachidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bradyrhizobium diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	3
Bradyrhizobium elkanii	0	0	0	0	578	0	0	0	0	0	40	0	1343	161	332	66
Bradyrhizobium erythrophlei	0	0	0	0	0	0	0	0	0	0	0	0	66	76	129	23
Bradyrhizobium icense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	6
Bradyrhizobium japonicum	0	0	0	0	375	0	0	0	0	0	0	0	128	263	437	40
Bradyrhizobium jicamae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	5
Bradyrhizobium lablabi	0	0	0	0	0	0	0	0	0	0	0	0	0	53	113	14
Bradyrhizobium macuxiense	0	0	0	0	0	0	0	0	0	0	0	0	233	0	70	10
Bradyrhizobium manausense	0	0	0	0	0	0	0	0	0	0	0	0	34	60	125	10
Bradyrhizobium neotropicale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium oligotrophicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium ottawaense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	3
Bradyrhizobium pachyrhizi	0	0	0	0	0	0	0	0	0	0	0	0	274	0	39	4
Bradyrhizobium sacchari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bradyrhizobium valentinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	8
Bradyrhizobium yuanmingense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	5
Bradyrhizobium sp. 2 39S1MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	9
Bradyrhizobium sp. 3 85S1MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	39
Bradyrhizobium sp. Ai1a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	7
Bradyrhizobium sp. AT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	3
Bradyrhizobium sp. BTAi1	0	0	0	0	0	0	0	0	0	0	0	0	47	193	208	9
Bradyrhizobium sp. CCGE-LA001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Bradyrhizobium sp. cf659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bradyrhizobium sp. Cp5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bradyrhizobium sp. DOA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bradyrhizobium sp. DOA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Bradyrhizobium sp. Ec3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	8
Bradyrhizobium sp. Gha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	3
Bradyrhizobium sp. Ghvi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	3
Bradyrhizobium sp. INPA54B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium sp. Leaf396	0	0	0	0	0	0	0	0	0	0	0	0	38	0	60	5
Bradyrhizobium sp. LTSP849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bradyrhizobium sp. LTSP857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium sp. LTSP885	0	0	0	0	0	0	0	0	0	0	0	0	77	0	44	0
Bradyrhizobium sp. LTSPM299	0	0	0	0	0	0	0	0	0	0	0	0	87	0	40	7
Bradyrhizobium sp. ORS 278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium sp. ORS 285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bradyrhizobium sp. ORS 3257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Bradyrhizobium sp. ORS 375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bradyrhizobium sp. R5	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	11
Bradyrhizobium sp. Rc2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	2
Bradyrhizobium sp. Rc3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bradyrhizobium sp. S23321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	7
Bradyrhizobium sp. SK17	0	0	0	0	0	0	0	0	0	0	56	34	1510	408	1258	166
