# Pathway	CMB001.A0101.unmapped_Abundance	CMB002.A0101.unmapped_Abundance	CMB003.A0101.unmapped_Abundance	CMB004.A0101.unmapped_Abundance	CMB005.A0101.unmapped_Abundance	CMB006.A0101.unmapped_Abundance	CMB007.A0101.unmapped_Abundance	CMB008.A0101.unmapped_Abundance	EXB034.A2701.unmapped_Abundance	EXB059.A2101.unmapped_Abundance	EXB059.A2201.unmapped_Abundance	EXB059.A2301.unmapped_Abundance	EXB059.A2401.unmapped_Abundance	EXB059.A2501.unmapped_Abundance	LIB058.A0102.unmapped_Abundance	LIB058.A0103.unmapped_Abundance	LIB058.A0104.unmapped_Abundance	LIB058.A0105.unmapped_Abundance	LIB058.A0106.unmapped_Abundance	LIB058.A0107.unmapped_Abundance	MID022.A0101.unmapped_Abundance	MID023.A0101.unmapped_Abundance	MID024.A0101.unmapped_Abundance	MID025.A0101.unmapped_Abundance	MID026.A0101.unmapped_Abundance	MID027.A0101.unmapped_Abundance	MID028.A0101.unmapped_Abundance	MID029.A0101.unmapped_Abundance	MID030.A0101.unmapped_Abundance	MID031.A0101.unmapped_Abundance	MID032.A0101.unmapped_Abundance	MID033.A0101.unmapped_Abundance	MID034.A0101.unmapped_Abundance	MID035.A0101.unmapped_Abundance	MID036.A0101.unmapped_Abundance	MID037.A0101.unmapped_Abundance	MID038.A0101.unmapped_Abundance	MID039.A0101.unmapped_Abundance	MID040.A0101.unmapped_Abundance	MID041.A0101.unmapped_Abundance	MID042.A0101.unmapped_Abundance	MID043.A0101.unmapped_Abundance	MID044.A0101.unmapped_Abundance	MID045.A0101.unmapped_Abundance	MID046.A0101.unmapped_Abundance	MID047.A0101.unmapped_Abundance	MID048.A0101.unmapped_Abundance	MID049.A0101.unmapped_Abundance	MID050.A0101.unmapped_Abundance	MID051.A0101.unmapped_Abundance	MID052.A0101.unmapped_Abundance	MID053.A0101.unmapped_Abundance	MID054.A0101.unmapped_Abundance	MID055.A0101.unmapped_Abundance	MID056.A0101.unmapped_Abundance	MID057.A0101.unmapped_Abundance	MID058.A0101.unmapped_Abundance	MID059.A0101.unmapped_Abundance	MID060.A0101.unmapped_Abundance	MID061.A0101.unmapped_Abundance	MID062.A0101.unmapped_Abundance	MID063.A0101.unmapped_Abundance	MID064.A0101.unmapped_Abundance	MID065.A0101.unmapped_Abundance	MID066.A0101.unmapped_Abundance	MID067.A0101.unmapped_Abundance	MID068.A0101.unmapped_Abundance	MID068.B0101.unmapped_Abundance	MID070.A0101.unmapped_Abundance	MID071.A0101.unmapped_Abundance	MID072.A0101.unmapped_Abundance	MID073.A0101.unmapped_Abundance	MID074.A0101.unmapped_Abundance	MID075.A0101.unmapped_Abundance	MID076.A0101.unmapped_Abundance	MID077.A0101.unmapped_Abundance	MID078.A0101.unmapped_Abundance	MID079.A0101.unmapped_Abundance	MID080.A0101.unmapped_Abundance	MID081.A0101.unmapped_Abundance	MID082.A0101.unmapped_Abundance	MID083.A0101.unmapped_Abundance	MID084.A0101.unmapped_Abundance	MID085.A0101.unmapped_Abundance	MID086.A0101.unmapped_Abundance	MID087.A0101.unmapped_Abundance	MID088.A0101.unmapped_Abundance	MID089.A0101.unmapped_Abundance	MID090.A0101.unmapped_Abundance	MID091.A0101.unmapped_Abundance	MID092.A0101.unmapped_Abundance	MID093.A0101.unmapped_Abundance	MID094.A0101.unmapped_Abundance	MID097.A0101.unmapped_Abundance	MID101.A0101.unmapped_Abundance	MID102.A0101.unmapped_Abundance
UNINTEGRATED|g__Capnocytophaga.s__Capnocytophaga_sp_oral_taxon_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Capnocytophaga.s__Capnocytophaga_sp_oral_taxon_863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607.301	1040.88	737.515	524.603	0	0	0	0	0	514.562	608.22	0	0	880.01	0	0	703.283	246.572	0	0	0	245.768	1127.89	313.22	0	0	0	0	0	112.282	158.57	266.241	0	0	0	0	0	0	0	869.366	0	0	0	0	0	273.046	0	139.918	0	0	0	0	377.795	0	666.879	0	0	861.468	0	493.823	0	407.552	0	0	0	0	0	0	0	0	829.384	590.354
UNINTEGRATED|g__Capnocytophaga.s__Capnocytophaga_sp_oral_taxon_878	0	250.787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880.487	0	0	297.917	0	0	573.259	0	0	0	0	0	0	902.598	327.367	643.883	848.888	0	0	0	753.232	0	0	0	0	0	761.788	178.626	0	0	0	0	0	0	0	0	0	0	193.212	0	0	0	0	131.333	0	0	0	324.809	616.296	0	180.555	0	0	0	137.273	0	0	0	0	0	339.545	0	0	0	0	0	0	827.402	0	0	0	692.448	0	0	0
UNINTEGRATED|g__Capnocytophaga.s__Capnocytophaga_sputigena	0	1860.83	0	0	1692.66	830.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337.165	8014.31	0	0	6371.4	35183	1691.15	6479.14	0	0	0	0	0	3137.24	11401.7	3700.1	6542.81	4915.13	85.1923	1816.68	1284.32	5369.7	1509.5	1758.08	0	2962.53	7952.81	5820.13	2423.89	0	0	0	92.8988	363.52	0	2236.45	0	0	0	8368.76	373.832	0	0	2195.27	1214.92	0	1825.42	0	1885.68	3808.24	0	388.194	0	0	0	2632.29	3345.07	5793.21	4453.11	0	121.772	9898.93	0	3393.13	0	7019.43	0	560.938	9747.88	395.734	0	0	5073.44	0	8494.62	2982.32
UNINTEGRATED|g__Cardiobacterium.s__Cardiobacterium_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404.5	0	0	377.15	0	2302.36	1784.8	0	0	0	0	0	2645.01	1807.86	966.958	1565.32	2938.59	0	0	550.062	1981.59	0	0	0	0	270.343	206.812	188.644	0	0	0	0	1663.94	0	0	0	0	0	2360.58	0	0	0	0	487.543	0	627.749	0	0	1830.42	0	0	0	0	0	1176.32	3095.8	2849.56	628.287	0	0	5654.29	0	1878.73	0	3832.24	0	0	1567.7	0	0	0	1988.6	0	0	461.525
UNINTEGRATED|g__Cardiobacterium.s__Cardiobacterium_valvarum	0	0	0	0	1987.38	2164.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054.48	181.338	0	0	6347.27	0	1502.99	0	0	0	0	0	0	5433.29	1789.57	545.92	4919.88	2069.63	0	0	8321.84	269.923	3811.25	528.97	0	0	364.181	2016.07	470.362	0	0	0	0	1762.69	4514.11	1326.38	0	0	0	644.001	1496.46	0	0	0	5406.69	0	6807.01	0	0	4665.2	0	0	0	0	0	2228.36	3864.86	9987.08	2808.8	2567.26	0	1287.3	0	4623.61	0	2722.15	0	1012.06	0	1129.36	0	0	2870.32	0	0	1471.74
UNINTEGRATED|g__Catonella.s__Catonella_morbi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1133.92	0	0	0	0	0	0	0	0	0	0	1133.47	0	0	0	4797.98	0	0	4436.01	0	0	0	0	0	0	0	0	0	0	0	2206.08	0	0	0	0	0	0	0	0	0	1675.15	0	0	0	0	1202.44	0	0	0	0	0	0	1377.21	3400.7	0	0	3077.2	0	0	0	0	1990.21	0	0	0	0	0	3720.08	893.713	0	0	0
UNINTEGRATED|g__Centipeda.s__Centipeda_periodontii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351.167	616.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516.983	0	0	432.717	0	0	0	0	0	0	0	0	380.24	0	0	0	0	0	0
UNINTEGRATED|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified.s__Eubacterium_brachy	0	0	2563.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2518.7	0	1871.03	0	0	0	0	0	3379.14	0	0	0	0	0	0	0	2241.7	0	0	0	0	0	1054.71	0	0	0	0	0	0	5278.07	3146.62	0	7080.95	0	0	1700.05	0	2314.25	0	0	0	2424.16	0	0	0	2395.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1832.37	0	0	0	0	0	0	0	0	0	1966.99	0	638.77	1525.87	0	0
UNINTEGRATED|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified.s__Eubacterium_minutum	13862.7	3646.13	9252.28	11951.3	9392.08	39033.9	38082.2	10758.4	0	0	0	0	0	0	0	0	0	0	0	0	36741.4	0	12446.4	22484.5	2063.11	2199.6	5437.66	2871.06	4172	8390.44	11642.1	4734.41	3473.8	4004.58	0	3724.48	9506.96	1799.4	20012.3	17375.3	0	0	10512.3	6662.21	17349.1	11708	0	3564.63	12759.8	39854.1	13848	23848.8	4117.04	18501	0	5042.74	17930.7	35262.3	13206.1	0	4338.24	14643.7	26638.2	0	3338.2	13625.3	0	0	18373.6	2597.57	13293.5	5374.15	12425.7	7203.99	7570.53	3860.02	3521.4	0	0	8504.3	3514.74	1928.22	15267.8	6373.69	21236.9	5368.58	14166.8	9937.11	1946.61	3393.66	6231.53	8144.43	4068.64	18955.9	3386.92	2277.01
UNINTEGRATED|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified.s__Eubacterium_nodatum	4613.47	0	6435.22	6558.43	0	0	2059.74	2943.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7494.09	0	0	0	9512	0	0	0	3030.06	0	3943.08	0	0	0	0	0	0	0	0	2290.3	0	13983.2	0	7690.4	3099.94	0	0	2955.06	15167.8	4159.09	0	0	0	0	4876.38	0	0	0	0	0	0	0	0	0	0	18432.2	4120.57	0	0	0	0	0	3704.4	0	0	0	0	0	0	0	0	0	10188.9	9030.82	0	0	670.234	0
UNINTEGRATED|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified.s__Eubacterium_saphenum	3079.25	0	2149.17	1570.27	0	4395.57	2210.69	1127.69	0	0	0	0	0	0	0	0	0	0	0	0	8139.51	0	3993.98	9339.72	704.195	917.917	1240.61	955.14	5199.6	5061.12	2014.84	2757.94	0	3273.01	0	1891.26	2502.7	2146.17	4977.38	4098.47	0	764.855	3450.56	1169	1597.88	4840.42	0	926.132	4044.21	6997.27	6597.99	5278.64	11173.9	1981.37	0	3824.62	5320.62	4988.88	8281.33	0	2018.88	3433.97	6408.71	947.864	832.539	7034.92	0	0	3241.13	0	9165.44	1168.88	0	2440.02	3197.54	1325.86	1388.57	0	0	1303.91	1497.57	589	13680.6	1492.26	3269.29	1195.23	3097.3	3856.96	0	1014.17	8199.12	3932.79	1486.3	3458.33	726.373	1984.1
UNINTEGRATED|g__Corynebacterium.s__Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1884.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Corynebacterium.s__Corynebacterium_durum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6538.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1517.62	0	0	0	0	4378.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8854.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6468.78	0	0	0	0	0	0	0	0	0	0	0	0	3234.09	0	0	0	503.135	0	0	0
UNINTEGRATED|g__Corynebacterium.s__Corynebacterium_matruchotii	0	6735.35	0	0	21968.7	5664.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142.74	5727.93	0	0	45264.3	0	13455.5	6181.06	0	0	2953.91	4642.56	0	18326.7	7489.34	38107.1	18739.1	4169.01	0	3696.48	20754.3	13290.2	14140.3	5918.92	0	0	9296.4	8626.23	9233.49	0	0	0	1846.32	25058.7	6654.77	0	0	0	0	0	9136.47	0	0	0	39269.7	3684.59	25021.8	0	2095.23	7544.29	0	0	7601.71	0	0	29514.5	35875.2	7383.12	16063.3	23880.5	7611.8	10257	0	37040.1	10264.1	48200.6	0	10648.2	12502.4	13250	0	0	6228.7	0	745.965	25045.2
UNINTEGRATED|g__Desulfobulbus.s__Desulfobulbus_oralis	69343.9	22725.5	9027.69	7092.89	57206.2	65305.8	83952.4	15095.8	0	0	0	0	0	0	0	0	0	0	0	0	33913.5	2776.95	5817.42	42423.2	3318.96	3500.36	11699.3	3540.01	12478.4	41890.3	19537.4	2727.37	27318.1	9338.04	5443.55	4650.76	4359.1	10250.3	25616.4	16923	0	3441.04	5213.23	6078.3	13989.1	8731.8	1067.3	6736.84	13151.8	6550.88	10960	51528.5	7660.86	4416.64	0	23426.3	19259.9	39031.3	8292.37	0	16543.9	15390.2	9790.27	2734.4	3107.05	7378.89	0	0	30584.2	4562.41	69449.9	7391.27	23819.7	13458.5	6988.98	8296.92	8458.08	0	5024.2	11798.2	13912	7721.2	39625.9	0	29605.9	5967.49	9330.46	13993.5	5816.3	6221.87	16875.3	21656.4	16753.8	40577.1	1049.47	2844.97
UNINTEGRATED|g__Desulfomicrobium.s__Desulfomicrobium_orale	0	0	122378	88495.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5865.97	2012.03	66894.1	0	0	0	0	11128.5	25622.9	0	0	21851.3	0	0	0	7556.25	0	0	0	0	0	6201.78	51548.3	0	0	12177.3	0	0	8641.75	76497.3	61501.7	0	0	23980.5	1141.49	0	9930.14	0	35569.9	0	0	0	0	0	11807.2	61321.4	6530.48	0	0	0	0	0	0	32607.6	20283.7	0	0	557.197	0	6457.48	0	0	0	38199.9	0	0	0	0	0	0	1399.13	0	0	0	5802.51	14900.6
UNINTEGRATED|g__Dialister.s__Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032.68	0	0	0	0
UNINTEGRATED|g__Eggerthia.s__Eggerthia_catenaformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2091.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4242.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11815.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052.88	0	0	0	1658.43	0	0	0	0	0	0
UNINTEGRATED|g__Eikenella.s__Eikenella_corrodens	0	868.966	0	0	984.856	852.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1748.91	0	0	0	0	13762.1	0	0	0	0	0	0	0	3320.65	3087.67	0	3397.53	2744.76	0	0	17255.1	0	0	0	0	0	3327.34	0	713.602	0	0	0	1014.42	1317.19	0	2779.56	0	0	0	0	0	0	0	11860.2	918.209	0	6899.72	1151.96	1198.46	3337.43	0	0	0	0	0	2433.04	0	6651.94	5039.24	0	0	5526.94	0	5065.83	0	1926.13	0	0	0	284.005	0	0	753.811	0	2729.76	0
UNINTEGRATED|g__Eikenella.s__Eikenella_sp_NML130454	0	0	0	0	658.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25719.3	0	0	0	0	0	0	0	1971.1	1326.06	0	2536.66	1026.24	0	0	3217.31	0	0	0	0	0	0	0	272.136	0	0	0	0	655.536	0	2605.03	0	0	0	0	0	0	0	0	0	0	0	1254.42	0	0	0	0	0	0	0	0	0	1227.11	0	0	0	0	0	6194.53	0	0	0	0	0	0	0	0	0	0	525.536	0
UNINTEGRATED|g__Filifactor.s__Filifactor_alocis	0	0	0	0	0	1099.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152.63	0	4033.15	0	0	0	0	0	3014.45	0	0	3754.05	0	0	0	0	0	0	2336.03	1586.92	0	0	2167.94	0	0	0	0	0	2306.13	4643.47	3036.24	3032.02	5407.31	0	0	1809.34	0	2379.15	3146.09	0	0	0	3109.91	0	0	2704.69	0	0	1826.36	0	2479.71	685.564	0	0	2657.86	0	0	0	0	0	1185.82	0	1525.49	0	0	0	0	0	0	0	6296.66	0	545.589	2266.63	0	0
UNINTEGRATED|g__Fretibacterium.s__Fretibacterium_fastidiosum	8046.01	3290.08	6877.07	7034.12	4484.85	6926.43	11357.7	2751.91	0	0	0	0	0	0	0	0	0	0	0	0	7120.79	0	8193.58	4573.88	0	0	0	622.445	3535.45	4378.16	2190.22	1960.93	3199.69	2258.35	0	858.685	2461.25	1833.24	2702.19	2364.74	0	840.946	2547.88	1540	1428.98	3651.79	0	0	2969.76	4621.23	5079.01	3554.49	6991.75	2624.68	2751.71	3132.4	5289.3	4665.5	5067.24	0	3493.3	4256.21	3948.54	436.478	1627.05	4760.19	0	0	5964.72	572.3	7773.73	2823.71	2237.45	6502.82	2220.06	1361.08	0	0	0	3126.77	3391.78	1430	7347.31	1784.96	6203.56	0	2408.63	3596.35	0	1677.16	7072.51	5815.22	2110.74	3702.47	755.916	1301.81
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_hwasookii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.018	0	0	2496.34	2302.93	2181.72	2364.09	0	707.331	0	0	0	1613.69	7154.11	2334.11	3033.08	1145.95	998.365	997.41	2093.09	2630.36	2152.23	0	0	726.471	902.421	3488.72	1331.79	0	0	0	378.577	0	585.386	663.462	0	0	0	294.258	813.613	0	0	2828.54	465.792	0	827.805	0	746.978	2436.23	0	565.519	0	0	0	488.384	1858.57	5524.6	2318.66	271.258	0	1725.83	0	2173.8	0	2425.89	0	322.04	410.227	0	0	0	2309.2	0	3447.28	512.887
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_nucleatum	4493.11	0	0	0	1947.58	2366.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2478.78	730.654	0	0	1747.71	3317.86	2311.45	1453.78	0	1430.57	2393.95	0	0	3453.98	3262.73	2286.32	8129.4	1557.05	4715.89	2289.69	2699.11	3259.18	4513.62	0	0	1814.83	1442.25	3066.11	1632.09	3937.33	1478.37	0	1314.9	2879.77	1445.76	1202.96	1763.69	2714.04	2064.6	0	2104.71	0	0	2687.78	737.104	0	1261.38	0	2240.76	0	0	1038.66	0	0	0	656.946	1634.04	5239.58	1614.82	840.081	1375.13	1331.65	0	2965.63	0	3616.44	0	615.257	1326.34	1304.56	0	2518.8	2011.47	2955.59	2901.33	991.147
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315.59	0	0	664.023	0	0	0	0	0	0	1025.01	746.333	0	479.498	0	0	0	1231.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954.945	0	0	0	0	0	0	0	318.762	0	0	0	0	0	2412.51	756.628	0	0	0	0	0	0	990.301	0	0	0	0	0	0	638.802	0	916.82	0
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_sp_oral_taxon_370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.437	0	224.25	0	0	0	0	0	0	0	0	0	0	0	0	0	317.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.524	0	0	0	77.8448	0	659.685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.973	0
UNINTEGRATED|g__Gemella.s__Gemella_bergeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.3751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Gemella.s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.706	0	0	0	0	0	0	0	25.4951	0	0	0	0	0	87.0731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.1031	0
UNINTEGRATED|g__Gemella.s__Gemella_morbillorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1602.72	0	485.738	0	0	0	0	0	0	0	0	0	0	0	0	23143.8	0	1935.05	0	0	0	0	0	0	0	0	0	828.066	0	0	2488.18	0	0	0	0	0	0	0	14046.6	0	0	0	9580.76	0	588.367	0	1186.1	0	0	0	0	0	3740.04	0	0	0	0	0	0	0	1213.98	0	0	0	0	0	0	0	0	1088.12	0
UNINTEGRATED|g__Gemella.s__Gemella_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.7745	0	0	0	188.544	0	0	0	17.9897	0	0	0	0	0	52.1033	0	0	0	0	0	0	0	27.2048	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Granulicatella.s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3527.27	0	0	0	0	4753.75	518.551	0	0	0	0	0	0	2615.14	1387.36	0	0	0	0	0	2765.2	0	966.965	0	0	1481.74	3889.56	0	0	0	0	0	0	0	0	0	0	0	2316.65	0	0	0	711.1	0	0	0	0	0	274.407	0	1170.72	0	0	0	1595.24	0	2482.82	1324.39	0	0	0	0	0	0	3586.82	0	0	0	0	0	0	865.44	0	1385.46	0
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458.67	0	0	2572.98	2175.47	0	475.097	0	0	0	0	0	0	228.733	71.06	609.262	648.815	0	0	0	0	0	0	0	0	0	177.731	0	0	0	0	0	0	0	428.025	0	0	0	215.382	0	0	0	8574.39	0	0	0	0	0	0	0	55.326	0	0	0	106.966	0	104.682	4708.11	0	0	0	0	0	0	0	0	0	0	0	0	0	1207.74	0	497.642	0
UNINTEGRATED|g__Haemophilus.s__Haemophilus_sp_HMSC71H05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864.076	0	0	0	0	0	316.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4279.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Johnsonella.s__Johnsonella_ignava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756.307	0	5465.28	0	0	2266.99	3419.36	0	5453.61	0	0	0	0	0	1982.58	0	0	0	0	4007.65	0	0	0	1951.89	0	0	3204.62	0	0	3443.91	3576.52	0	2421.66	0	0	0	0	0	0	0	0	0	0	3467.64	0	0	0	0	0	0	0	0	0	0	0	1868.63	0	0	0	0	0	0
UNINTEGRATED|g__Kingella.s__Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4508.47	0	0	0	6378.28	0	1039.37	0	0	0	0	0	0	1130.54	0	3469.98	0	0	0	0	3224.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1553.31	0	0	0	0	0	0	0	0	0	825.569	0	0	0	0	0	875.577	0	0	2667.46	0	0	8928.99	0	1558.06	0	0	0	0	14231.5	0	0	0	1788.28	0	0	0
UNINTEGRATED|g__Kingella.s__Kingella_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_saburreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597.311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_umeaense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lautropia.s__Lautropia_mirabilis	0	21354.7	0	0	1424.42	7165.83	0	0	0	0	0	0	0	11242.8	0	0	0	0	0	0	0	25981.9	0	0	14494.7	20831.8	11929.8	35480.8	0	0	5095.07	0	0	5690.29	27549.2	1186.89	16942	30599.7	0	5675.98	15255	12449	1228.87	27377.9	0	12949.3	65191.5	8539.13	5264.82	0	0	0	0	914.645	0	14771.2	0	0	1707.9	106401	0	0	0	35986.1	4250.44	449.309	4486.69	9009.8	7145.15	55084.4	0	3709.42	1046.95	0	0	19394.8	13527.9	650.215	22420.8	5291.45	0	29230.3	0	6867.8	5542.17	41429.4	0	3742.74	23676.9	3201.78	0	0	40811.5	0	27812.5	7224.87
UNINTEGRATED|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	114.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8697	0	0	684.869	0	53.1528	325.814	0	0	607.168	0	0	1803.07	388.941	1701.41	0	662.786	0	2327.69	3032.17	455.959	735.102	438.974	0	448.602	135.185	365.233	98.0573	0	0	0	0	1170.71	0	0	0	0	0	0	897.354	0	0	0	2719.91	0	0	0	0	281.102	0	137.539	0	0	0	239.358	1259.98	3806.32	710.962	153.161	245.258	118.082	0	189.239	0	602.91	0	37.4222	0	808.14	0	690.502	75.5681	0	272.963	436.274
