#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	VLC010.A0101.sub75bp.metaphlan3	VLC009.A0101.sub75bp.metaphlan3	VLC008.A0101.sub75bp.metaphlan3	VLC005.A0101.sub75bp.metaphlan3	VLC004.A0101.sub75bp.metaphlan3	VLC003.A0101.sub75bp.metaphlan3	VLC002.A0101.sub75bp.metaphlan3	VLC001.A0101.sub75bp.metaphlan3	MID102.A0101.sub75bp.metaphlan3	MID101.A0101.sub75bp.metaphlan3	MID097.A0101.sub75bp.metaphlan3	MID094.A0101.sub75bp.metaphlan3	MID093.A0101.sub75bp.metaphlan3	MID092.A0101.sub75bp.metaphlan3	MID091.A0101.sub75bp.metaphlan3	MID090.A0101.sub75bp.metaphlan3	MID089.A0101.sub75bp.metaphlan3	MID088.A0101.sub75bp.metaphlan3	MID087.A0101.sub75bp.metaphlan3	MID086.A0101.sub75bp.metaphlan3	MID085.A0101.sub75bp.metaphlan3	MID084.A0101.sub75bp.metaphlan3	MID083.A0101.sub75bp.metaphlan3	MID082.A0101.sub75bp.metaphlan3	MID081.A0101.sub75bp.metaphlan3	MID080.A0101.sub75bp.metaphlan3	MID079.A0101.sub75bp.metaphlan3	MID078.A0101.sub75bp.metaphlan3	MID077.A0101.sub75bp.metaphlan3	MID076.A0101.sub75bp.metaphlan3	MID075.A0101.sub75bp.metaphlan3	MID074.A0101.sub75bp.metaphlan3	MID073.A0101.sub75bp.metaphlan3	MID072.A0101.sub75bp.metaphlan3	MID071.A0101.sub75bp.metaphlan3	MID070.A0101.sub75bp.metaphlan3	MID068.B0101.sub75bp.metaphlan3	MID068.A0101.sub75bp.metaphlan3	MID067.A0101.sub75bp.metaphlan3	MID066.A0101.sub75bp.metaphlan3	MID065.A0101.sub75bp.metaphlan3	MID064.A0101.sub75bp.metaphlan3	MID063.A0101.sub75bp.metaphlan3	MID062.A0101.sub75bp.metaphlan3	MID061.A0101.sub75bp.metaphlan3	MID060.A0101.sub75bp.metaphlan3	MID059.A0101.sub75bp.metaphlan3	MID058.A0101.sub75bp.metaphlan3	MID057.A0101.sub75bp.metaphlan3	MID056.A0101.sub75bp.metaphlan3	MID055.A0101.sub75bp.metaphlan3	MID054.A0101.sub75bp.metaphlan3	MID053.A0101.sub75bp.metaphlan3	MID052.A0101.sub75bp.metaphlan3	MID051.A0101.sub75bp.metaphlan3	MID050.A0101.sub75bp.metaphlan3	MID049.A0101.sub75bp.metaphlan3	MID048.A0101.sub75bp.metaphlan3	MID047.A0101.sub75bp.metaphlan3	MID046.A0101.sub75bp.metaphlan3	MID045.A0101.sub75bp.metaphlan3	MID044.A0101.sub75bp.metaphlan3	MID043.A0101.sub75bp.metaphlan3	MID042.A0101.sub75bp.metaphlan3	MID041.A0101.sub75bp.metaphlan3	MID040.A0101.sub75bp.metaphlan3	MID039.A0101.sub75bp.metaphlan3	MID038.A0101.sub75bp.metaphlan3	MID037.A0101.sub75bp.metaphlan3	MID036.A0101.sub75bp.metaphlan3	MID035.A0101.sub75bp.metaphlan3	MID034.A0101.sub75bp.metaphlan3	MID033.A0101.sub75bp.metaphlan3	MID032.A0101.sub75bp.metaphlan3	MID031.A0101.sub75bp.metaphlan3	MID030.A0101.sub75bp.metaphlan3	MID029.A0101.sub75bp.metaphlan3	MID028.A0101.sub75bp.metaphlan3	MID027.A0101.sub75bp.metaphlan3	MID026.A0101.sub75bp.metaphlan3	MID025.A0101.sub75bp.metaphlan3	MID024.A0101.sub75bp.metaphlan3	MID023.A0101.sub75bp.metaphlan3	MID022.A0101.sub75bp.metaphlan3	KT36calc.sub75bp.metaphlan3	KT35calc.sub75bp.metaphlan3	KT34calc.sub75bp.metaphlan3	KT33calc.sub75bp.metaphlan3	KT32calc.sub75bp.metaphlan3	KT31calc.sub75bp.metaphlan3	KT30calc.sub75bp.metaphlan3	KT29calc.sub75bp.metaphlan3	KT28calc.sub75bp.metaphlan3	KT27calc.sub75bp.metaphlan3	KT26calc.sub75bp.metaphlan3	KT25calc.sub75bp.metaphlan3	KT24calc.sub75bp.metaphlan3	KT23calc.sub75bp.metaphlan3	KT22calc.sub75bp.metaphlan3	KT21calc.sub75bp.metaphlan3	KT20calc.sub75bp.metaphlan3	KT19calc.sub75bp.metaphlan3	KT18calc.sub75bp.metaphlan3	KT17calc.sub75bp.metaphlan3	KT16calc.sub75bp.metaphlan3	KT15calc.sub75bp.metaphlan3	KT14calc.sub75bp.metaphlan3	KT13calc.sub75bp.metaphlan3	KT12calc.sub75bp.metaphlan3	KT11calc.sub75bp.metaphlan3	KT10calc.sub75bp.metaphlan3	KT09calc.sub75bp.metaphlan3	KT08calc.sub75bp.metaphlan3	KT07calc.sub75bp.metaphlan3	KT06calc.sub75bp.metaphlan3	KT05calc.sub75bp.metaphlan3	KT04calc.sub75bp.metaphlan3	KT03calc.sub75bp.metaphlan3	KT02calc.sub75bp.metaphlan3	KT01calc.sub75bp.metaphlan3	JAE016.A0101.sub75bp.metaphlan3	JAE015.A0101.sub75bp.metaphlan3	JAE014.A0101.sub75bp.metaphlan3	JAE013.A0101.sub75bp.metaphlan3	JAE012.A0101.sub75bp.metaphlan3	JAE010.A0101.sub75bp.metaphlan3	JAE009.A0101.sub75bp.metaphlan3	JAE008.A0101.sub75bp.metaphlan3	JAE007.A0101.sub75bp.metaphlan3	JAE006.A0101.sub75bp.metaphlan3	IVE007.B0101.sub75bp.metaphlan3	IVE005.B0101.sub75bp.metaphlan3	IVE005.A0101.sub75bp.metaphlan3	IVE003.A0101.sub75bp.metaphlan3	IVE002.B0101.sub75bp.metaphlan3	ELR010.A0101.sub75bp.metaphlan3	ELR008.A0101.sub75bp.metaphlan3	ELR006.A0101.sub75bp.metaphlan3	ELR004.A0101.sub75bp.metaphlan3	ELR003.A0101.sub75bp.metaphlan3	CS48.sub75bp.metaphlan3	CS47.sub75bp.metaphlan3	CS46.sub75bp.metaphlan3	CS45.sub75bp.metaphlan3	CS44.sub75bp.metaphlan3	CS43.sub75bp.metaphlan3	CS42.sub75bp.metaphlan3	CS40.sub75bp.metaphlan3	CS39.sub75bp.metaphlan3	CS38.sub75bp.metaphlan3	CS37.sub75bp.metaphlan3	CS36.sub75bp.metaphlan3	CS35.sub75bp.metaphlan3	CS34.sub75bp.metaphlan3	CS33.sub75bp.metaphlan3	CS32.sub75bp.metaphlan3	CS31.sub75bp.metaphlan3	CS30.sub75bp.metaphlan3	CS29.sub75bp.metaphlan3	CS28.sub75bp.metaphlan3	CS27.sub75bp.metaphlan3	CS26.sub75bp.metaphlan3	CS24.sub75bp.metaphlan3	CS23.sub75bp.metaphlan3	CS22.sub75bp.metaphlan3	CS21.sub75bp.metaphlan3	CS20.sub75bp.metaphlan3	CS19.sub75bp.metaphlan3	CS18.sub75bp.metaphlan3	CS17.sub75bp.metaphlan3	CS16.sub75bp.metaphlan3	CS15.sub75bp.metaphlan3	CS14.sub75bp.metaphlan3	CS13.sub75bp.metaphlan3	CS12.sub75bp.metaphlan3	CS11.sub75bp.metaphlan3	CS10.sub75bp.metaphlan3	CS09.sub75bp.metaphlan3	CS08.sub75bp.metaphlan3	CS07.sub75bp.metaphlan3	CS04.sub75bp.metaphlan3	CS03.sub75bp.metaphlan3	CS02.sub75bp.metaphlan3	CS01.sub75bp.metaphlan3	CMB008.A0101.sub75bp.metaphlan3	CMB007.A0101.sub75bp.metaphlan3	CMB006.A0101.sub75bp.metaphlan3	CMB005.A0101.sub75bp.metaphlan3	CMB004.A0101.sub75bp.metaphlan3	CMB003.A0101.sub75bp.metaphlan3	CMB002.A0101.sub75bp.metaphlan3	CMB001.A0101.sub75bp.metaphlan3
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	0	0.22904	0.33848	0.18152	3.2464	0.07553	0.30486	1.68529	0.48257	1.02419	0	1.28722	0	0	0.5486	0.46567	0.38136	0	0.39312	0	0.49825	0	0.78782	0.77246	0.10364	0.80359	1.09762	1.55714	0.33292	0	0	0	0.58966	0	1.20483	0.14458	0	3.1626	0	0.72317	0.18012	0	0	0.59184	0.19094	0.03467	0	0	0.05088	0.58233	0.30584	0.2039	0	0	0	0.18631	1.42435	0	0.32293	0	0.75057	1.51473	0	1.9788	0.4912	0.07062	0.18507	0.14602	1.11137	0.34394	0.95268	0	0	0	0	0	0.11204	0.53158	0	3.76585	0	0	0	0	0	0	0	0.29773	0	0.59269	0	2.52798	0	0	0.95815	0.08449	0.23343	0	0.40872	0	0.07608	0.89041	0	0	0	0	0	0	0	0	0	0	0.28174	0.49165	0	0	0	0.21942	0	2.57375	0.43571	0.63488	0.47394	0.01556	0.41379	0.04886	0.62242	1.76893	0.01317	0.02167	0	0.06821	0	0	0.02333	0	0.0297	0	0	0	0	0.26992	5.12918	0	1.20714	0	0	0	0	0	0	0	0	0.29195	0	0.01844	0.21039	0	0	0	0	0	0	0.56376	0.06084	0	0	0.7633	0	0	0.23302	0.94836	5.32839	1.50923	0	0	1.0553	0.20433	1.24723	0.76354	0	0	0	0	0	0	0	0.28403	0	0	0.23211	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	2|976|200643|171549|171552|1283313	0	0	0	0	0.92305	0	0	0.7749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06352	0	0	0	0.00735	0	0.02004	0.09713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae	2|976|200643|171549|171552|1283313|76122	0	0	0	0	0.92305	0	0	0.76525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06352	0	0	0	0.00735	0	0	0.09713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473	2|976|200643|171549|171552|1283313|712469	0	0	0	0	0	0	0	0.00965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	2|976|200643|171549|171552|838	0	0.22904	0.33848	0.18152	2.32335	0.07553	0.30486	0.91039	0.48257	1.02419	0	1.28722	0	0	0.5486	0.46567	0.38136	0	0.39312	0	0.49825	0	0.78782	0.77246	0.10364	0.80359	1.09762	1.55714	0.33292	0	0	0	0.58966	0	1.20483	0.14458	0	3.1626	0	0.72317	0.18012	0	0	0.59184	0.19094	0.03467	0	0	0.05088	0.58233	0.30584	0.2039	0	0	0	0.18631	1.42435	0	0.32293	0	0.75057	1.51473	0	1.9788	0.4912	0.07062	0.18507	0.14602	1.11137	0.34394	0.95268	0	0	0	0	0	0.11204	0.53158	0	3.76585	0	0	0	0	0	0	0	0.29773	0	0.59269	0	2.52798	0	0	0.95815	0.08449	0.23343	0	0.40872	0	0.07608	0.89041	0	0	0	0	0	0	0	0	0	0	0.28174	0.49165	0	0	0	0.21942	0	2.57375	0.37219	0.63488	0.47394	0.01556	0.40643	0.04886	0.60238	1.6718	0.01317	0.02167	0	0.06821	0	0	0.02333	0	0.0297	0	0	0	0	0.26992	5.12918	0	1.20714	0	0	0	0	0	0	0	0	0.29195	0	0.01844	0.21039	0	0	0	0	0	0	0.56376	0.06084	0	0	0.7633	0	0	0.23302	0.94836	5.32839	1.50923	0	0	1.0553	0.20433	1.24723	0.76354	0	0	0	0	0	0	0	0.28403	0	0	0.23211	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_baroniae	2|976|200643|171549|171552|838|305719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349	0.0571	0	0	0.00356	0	0	0.07183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	2|976|200643|171549|171552|838|28126	0	0	0.02364	0	0.41981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211	0	0.00651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	2|976|200643|171549|171552|838|52227	0	0	0	0	0	0	0	0.01832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06025	0.01723	0.00683	0	0	0	0.00862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	2|976|200643|171549|171552|838|28129	0	0	0	0	0.0885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	2|976|200643|171549|171552|838|28131	0	0	0.21341	0.09923	0	0	0.05814	0.18143	0	0.09618	0	0.13098	0	0	0	0	0	0	0	0	0	0	0	0.09073	0	0	0.50564	0.18533	0.10391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05092	0	0	0	0	0.08119	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0	0.01198	0	0.1039	0	0	0	0	0	0	0	0	0.07608	0	0	0	0	0	0	0	0	0	0	0	0	0.31364	0	0	0	0	0	0.38221	0.03665	0	0.05844	0	0.03214	0	0.12677	0.12827	0	0	0	0	0	0	0.01262	0	0	0	0	0	0	0.03274	0	0	0	0	0	0	0	0	0	0	0	0.13069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii	2|976|200643|171549|171552|838|840	0	0.22904	0	0.0823	0.29442	0.01581	0.24672	0.11162	0.36662	0.92801	0	1.09733	0	0	0.45761	0.46567	0.38136	0	0.35267	0	0.49825	0	0.78782	0.39771	0	0.58932	0.19039	0.90061	0.13421	0	0	0	0.58966	0	1.20483	0.14458	0	2.53642	0	0.53232	0.18012	0	0	0.33994	0.19094	0.03467	0	0	0.05088	0.39044	0.15471	0.15298	0	0	0	0.18631	1.24961	0	0.32293	0	0.75057	1.12168	0	1.00098	0.4912	0.07062	0.18507	0.14602	0.48006	0.31794	0.37817	0	0	0	0	0	0.11204	0.53158	0	2.30121	0	0	0	0	0	0	0	0.0491	0	0.44041	0	1.21359	0	0	0.95815	0.08449	0.23343	0	0.40872	0	0	0.46426	0	0	0	0	0	0	0	0	0	0	0.28174	0.17801	0	0	0	0	0	1.56772	0.02645	0.04078	0.19372	0	0.09927	0.02165	0.31405	0.91573	0	0.02167	0	0.06821	0	0	0	0	0.0297	0	0	0	0	0.16957	0.41567	0	0.2006	0	0	0	0	0	0	0	0	0.16127	0	0	0.21039	0	0	0	0	0	0	0.56376	0	0	0	0.7633	0	0	0.23302	0.7767	0	0.80549	0	0	0.95662	0	1.24723	0.76354	0	0	0	0	0	0	0	0.22219	0	0	0.23211	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_maculosa	2|976|200643|171549|171552|838|439703	0	0	0	0	0.02934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119	0	0	0	0.00328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii	2|976|200643|171549|171552|838|189722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_micans	2|976|200643|171549|171552|838|189723	0	0	0	0	0.01034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11781	0	0	0.0962	0	0.05715	0	0.01285	0	0.03637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multiformis	2|976|200643|171549|171552|838|282402	0	0	0	0	0.22493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens	2|976|200643|171549|171552|838|28133	0	0	0	0	0.37226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oralis	2|976|200643|171549|171552|838|28134	0	0	0.09516	0	0.35223	0	0	0.2435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172	0.04527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris	2|976|200643|171549|171552|838|28135	0	0	0	0	0.12234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pleuritidis	2|976|200643|171549|171552|838|407975	0	0	0	0	0	0	0	0.28068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04159	0	0.0557	0.14535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
